Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
364,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
365,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
366,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
367,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
368,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
369,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
370,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
371,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
372,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
373,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
374,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
375,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
376,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
377,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
378,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
379,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
380,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
381,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
382,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
383,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
384,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
385,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
386,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
387,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
388,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
389,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
390,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
391,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
392,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
393,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
394,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
395,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
396,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
397,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
398,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
399,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
400,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
401,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
402,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
403,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
404,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
405,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
406,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
407,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
408,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
409,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
410,1,2,129,0,ACCELERATING,false,0,5,1,0,1,,,1,4,11
